"","Name","Platform","Year_of_Release","Genre","Publisher","EU_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Rating","Name_imp","Platform_imp","Year_of_Release_imp","Genre_imp","Publisher_imp","EU_Sales_imp","Global_Sales_imp","Critic_Score_imp","Critic_Count_imp","User_Score_imp","User_Count_imp","Rating_imp"
"9390","Bratz","GBA",2002,"Platform","Ubisoft",0.04,0.13,75,8,7.7,9,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9391","Pinball Hall of Fame: The Gottlieb Collection","Wii",2006,"Misc","System 3 Arcade Software",0,0.13,67,7,7.05,6,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9392","Rise of the Tomb Raider","PC",2016,"Adventure","Square Enix",0.13,0.13,86,45,7.9,938,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9393","One Piece: Unlimited World Red","PSV",2014,"Action","Namco Bandai Games",0.04,0.13,67,4,7.8,25,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9394","King Arthur","PS2",2004,"Action","Konami Digital Entertainment",0.05,0.13,59,22,8,10,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9395","Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion","PS2",2005,"Misc","D3Publisher",0,0.13,66,13,6.7,14,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9396","The Guy Game","PS2",2004,"Misc","Gathering of Developers",0.05,0.13,48,20,6.9,14,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9397","Rogue Warrior","PS3",2009,"Shooter","Bethesda Softworks",0.01,0.13,27,24,2.8,66,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9398","Rurouni Kenshin: Enjou! Kyoto Rinne","PS2",2006,"Action","Banpresto",0,0.13,67,7,7.05,6,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9399","Blade II","X",2002,"Action","Activision",0.03,0.13,53,20,4,4,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9400","Suikoden: Tsumugareshi Hyakunen no Toki","PSP",2012,"Role-Playing","Konami Digital Entertainment",0,0.13,50,6,6.6,37,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9401","Baseball Advance","GBA",2002,"Sports","Sega",0.04,0.13,80,16,7.8,5,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9402","Shonen Jumps One Piece: Grand Battle","PS2",2005,"Fighting","Atari",0.05,0.13,61,12,6.8,12,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9403","Cruise Ship Vacation Games","Wii",2009,"Puzzle","Avanquest",0,0.13,60,5,5.75,7,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9404","Nitrobike","Wii",2008,"Racing","Ubisoft",0.01,0.13,49,22,7.1,7,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9405","Learn Math","DS",2009,"Puzzle","DreamCatcher Interactive",0,0.13,60,5,5.75,7,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9406","Pro Yaky? Spirits 6","PS2",2009,"Sports","Konami Digital Entertainment",0,0.13,60,5,5.75,7,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9407","Vampire Moon: The Mystery of the Hidden Sun","DS",2010,"Adventure","City Interactive",0.01,0.13,50,8,6,5,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"9408","Paperboy / Rampage","GBA",2005,"Misc","Zoo Digital Publishing",0.04,0.13,63,9,6.4,11,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9409","Shiren the Wanderer 4 - Gods Eye and the Demons Navel","DS",2010,"Role-Playing","Spike",0,0.13,51,5,6.75,4,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9410","Sentou Kokka Air Land Battle","PS",1995,"Strategy","Sony Computer Entertainment",0,0.13,52,9,7.2,13,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9411","Quick Yoga Training","DS",2008,"Misc","Ubisoft",0,0.13,50,4,5.8,6,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9412","NTRA Breeders Cup World Thoroughbred Championships","PS2",2005,"Simulation","Bethesda Softworks",0.05,0.13,61,12,6.8,12,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9413","Hulk Hogans Main Event","X360",2011,"Fighting","505 Games",0.02,0.13,26,4,2.2,20,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9414","Tak 2: The Staff of Dreams","X",2004,"Platform","THQ",0.03,0.13,73,25,8.35,7,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"9415","Destroy All Humans! Big Willy Unleashed","Wii",2008,"Action","THQ",0,0.13,50,4,5.8,6,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9416","Retro Atari Classics","DS",2005,"Misc","Atari",0,0.13,51,17,3.7,7,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9417","Titanfall 2","PC",2016,"Shooter","Electronic Arts",0.08,0.13,86,29,8.1,541,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9418","Need for Speed Underground 2","DS",2005,"Racing","Electronic Arts",0.02,0.13,65,13,7,25,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9419","My Spanish Coach","PSP",2008,"Misc","Ubisoft",0,0.13,50,4,5.8,6,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9420","Gungnir: Mayari no Gunshin to Eiyuu Sensou","PSP",2011,"Role-Playing","Atlus",0,0.13,52,5,6.2,6,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9421","Ys: The Ark of Napishtim","PS2",2005,"Role-Playing","Konami Digital Entertainment",0.05,0.13,72,35,8.8,14,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9422","Gravity Rush Remastered","PS4",2015,"Action","Sony Computer Entertainment",0.05,0.13,80,62,8.2,164,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9423","Dragon Age Origins: Awakening","PC",2010,"Role-Playing","Electronic Arts",0.1,0.13,54,7,6.55,8,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9424","Kung Fu Panda 2","Wii",2011,"Action","THQ",0.05,0.13,55,5,6.65,26,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9425","Atelier Sophie: The Alchemist of the Mysterious Book","PS4",2015,"Role-Playing","Tecmo Koei",0.02,0.13,75,32,8.1,48,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9426","Azure Dreams","PS",1997,"Role-Playing","Konami Digital Entertainment",0.05,0.13,61,9,7.75,14,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9427","Divinity II: The Dragon Knight Saga","X360",2010,"Role-Playing","Focus Home Interactive",0.02,0.13,72,13,7.8,50,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9428","Top Spin 3","DS",2008,"Action","D3Publisher",0.02,0.13,65,12,7,9,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"9429","SingStar Latino","PS2",2007,"Misc","Sony Computer Entertainment",0.05,0.13,58,13,6.55,14,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9430","NHL 2K8","X360",2007,"Sports","Take-Two Interactive",0.01,0.13,71,43,7.4,17,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9431","Haunted House","Wii",2010,"Action","Atari",0,0.13,41,6,6.4,8,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"9432","Syberia","DS",2008,"Action","Mindscape",0.02,0.13,52,10,7.1,36,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"9433","Hyperdimension Neptunia","PSV",2013,"Role-Playing","Compile Heart",0,0.13,50,6,3.35,8,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9434","Kurt Warners Arena Football Unleashed","PS",2000,"Sports","Midway Games",0.05,0.13,67,10,7.35,7,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9435","Puzzle Kingdoms","DS",2009,"Puzzle","Zoo Digital Publishing",0,0.13,64,12,6.3,4,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9436","Under Night In-Birth","PS3",2014,"Fighting","Nippon Ichi Software",0.01,0.13,59,13,6.2,25,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9437","Suite PreCure: Melody Collection","DS",2011,"Misc","Namco Bandai Games",0,0.13,52,5,6.2,6,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9438","NHL 2K9","PS2",2008,"Sports","Take-Two Interactive",0.05,0.13,63,19,6.7,7,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"9439","Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon","PS2",2008,"Role-Playing","Atlus",0.05,0.13,79,23,8.7,26,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9440","Rogue Ops","X",2003,"Action","Kemco",0.03,0.13,63,24,8.25,5,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"9441","NBA Hoopz","PS",2001,"Sports","Midway Games",0.05,0.13,71,10,6.85,6,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9442","Teenage Mutant Ninja Turtles: Danger of the Ooze","3DS",2014,"Adventure","Activision",0.04,0.13,58,5,7.75,27,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9443","Secret Agent Clank","PSP",2008,"Platform","Sony Computer Entertainment",0.03,0.13,72,56,7.8,35,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9444","X-Blades","PS3",2009,"Action","SouthPeak Games",0.03,0.13,50,31,5.9,15,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9445","Transworld Surf","X",2002,"Sports","Atari",0.03,0.13,76,25,8.05,11,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"9446","History Civil War: Secret Missions","X360",2008,"Shooter","Activision",0,0.13,50,4,5.8,6,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9447","MLB 11: The Show","PS2",2011,"Sports","Sony Computer Entertainment",0.05,0.13,64,13,6.2,6,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"9448","Castrol Honda Superbike Racing","PS",1998,"Racing","THQ",0.05,0.13,61,9,8.2,13,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9449","Army Men: Green Rogue","PS2",2001,"Action","3DO",0.05,0.13,39,13,3.8,4,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9450","Chessmaster","X",2004,"Misc","Ubisoft",0.03,0.13,79,12,9,6,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9451","Kororinpa: Marble Mania","Wii",2006,"Puzzle","Nintendo",0.02,0.13,69,39,8.7,21,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9452","Brain Assist","DS",2007,"Misc","Sega",0,0.13,53,17,6.35,6,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"9453","Freddi Fish: ABC under the sea","DS",2008,"Misc","Atari",0,0.13,50,4,5.8,6,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9454","Monster Rancher DS","DS",2008,"Role-Playing","Tecmo Koei",0,0.13,58,4,6.95,8,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"9455","Peter Jacksons King Kong: The Official Game of the Movie","DS",2005,"Action","Ubisoft",0,0.13,28,5,3.2,32,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9456","Superman: The Man of Steel","X",2002,"Action","Atari",0.03,0.13,44,19,6,11,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9457","Ken to Mahou to Gakuen Mono. 3","PSP",2010,"Role-Playing","Acquire",0,0.13,51,5,6.75,4,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9458","The Flintstones: Bedrock Bowling","PS",2000,"Sports","Ubisoft",0.05,0.13,67,10,7.35,7,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9459","NHL 2003","GC",2002,"Sports","Electronic Arts",0.03,0.13,79,13,8.3,4,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9460","Chicken Run","PS",2000,"Adventure","Eidos Interactive",0.05,0.13,75,7,6.2,6,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9461","Project CARS","PC",2015,"Racing","Slightly Mad Studios",0.12,0.13,83,48,7,421,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9462","Fatal Inertia","X360",2007,"Racing","Tecmo Koei",0,0.13,61,30,4.2,19,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9463","Injustice: Gods Among Us","PSV",2013,"Fighting","Warner Bros. Interactive Entertainment",0,0.13,50,6,3.35,8,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9464","Euro Truck Simulator 2","PC",2012,"Action","SCS Software",0.12,0.13,79,17,8.7,1005,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9465","Over the Hedge: Hammy Goes Nuts!","DS",2006,"Platform","Activision",0,0.13,67,7,7.05,6,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9466","Phantom Brave: We Meet Again","Wii",2009,"Role-Playing","Nippon Ichi Software",0,0.13,76,12,7.1,15,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9467","NHL 2K9","PS3",2008,"Sports","Take-Two Interactive",0.01,0.13,70,21,7.4,17,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"9468","Shining Force III","SAT",1997,"Strategy","Sega",0,0.13,52,9,7.75,13,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9469","Jikkyou Powerful Pro Yakyuu 2011 Ketteiban","PSP",2011,"Sports","Konami Digital Entertainment",0,0.13,52,5,6.2,6,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9470","Tales of the Heroes: Twin Brave","PSP",2012,"Role-Playing","Namco Bandai Games",0,0.13,50,6,6.6,37,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9471","WWE Survivor Series","GBA",2004,"Fighting","THQ",0.04,0.13,55,12,8.2,5,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9472","Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2","DS",2006,"Action","Sega",0,0.13,67,7,7.05,6,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9473","Kung-Fu: High Impact","X360",2011,"Action","Black Bean Games",0.05,0.13,56,18,7.8,20,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9474","Bakugan: Battle Trainer","DS",2010,"Action","Activision",0,0.13,51,5,6.75,4,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9475","Super Robot Wars BX","3DS",2015,"Action","Namco Bandai Games",0,0.13,47,5,5.7,10,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9476","Tomb Raider: Legend","X",2006,"Action","Eidos Interactive",0.03,0.13,82,40,7.2,13,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9477","Lord of the Rings: Tactics","PSP",2005,"Strategy","Electronic Arts",0.01,0.13,75,16,8.2,12,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9478","Nagano Winter Olympics 98","PS",1997,"Sports","Konami Digital Entertainment",0.05,0.13,61,9,7.75,14,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9479","The Stronghold Collection","PC",2009,"Strategy","Take-Two Interactive",0.08,0.13,63,6,6,6,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9480","I Spy: Universe","DS",2010,"Puzzle","Scholastic Inc.",0,0.13,51,5,6.75,4,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9481","Ninjatown","DS",2008,"Strategy","SouthPeak Games",0,0.13,80,40,8.3,21,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9482","Alone in the Dark: Inferno","PS3",2008,"Adventure","Atari",0.03,0.13,69,25,5.6,50,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9483","Winning Post 5","PS2",2001,"Sports","Tecmo Koei",0,0.13,64,13,6.25,6,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9484","Frogger Beyond","GC",2002,"Platform","Konami Digital Entertainment",0.03,0.13,60,6,7.2,5,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9485","RPG Maker II","PS2",2002,"Role-Playing","Enterbrain",0.05,0.13,65,9,8.8,77,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9486","The Oregon Trail","3DS",2011,"Simulation","Crave Entertainment",0,0.13,52,5,6.2,6,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9487","Assassination Classroom: Grand Siege on Kuro-sensei","3DS",2015,"Action","Namco Bandai Games",0,0.13,47,5,5.7,10,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9488","Destruction Derby Arenas","PS2",2004,"Racing","Sony Computer Entertainment",0.05,0.13,57,27,7.8,14,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9489","MLB Power Pros 2008","Wii",2008,"Sports","Konami Digital Entertainment",0,0.13,79,16,8.7,22,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9490","Littlest Pet Shop: Spring","DS",2009,"Simulation","Electronic Arts",0,0.13,60,5,5.75,7,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9491","The Unholy War","PS",1998,"Strategy","Eidos Interactive",0.05,0.13,61,9,8.2,13,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9492","Cabelas Dangerous Hunts 2009","X360",2008,"Sports","Activision",0,0.13,42,4,5.75,9,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"9493","Rumble Roses XX","X360",2006,"Fighting","Konami Digital Entertainment",0.01,0.13,62,54,6.6,28,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9494","Anno 1701: Dawn of Discovery","DS",2007,"Simulation","Touchstone",0.05,0.13,78,14,7.5,19,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9495","DreamWorks Super Star Kartz","Wii",2011,"Racing","Activision",0.03,0.13,60,7,6.4,9,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9496","Wantame Music Channel: Doko Demo Style","DS",2007,"Misc","Capcom",0,0.13,67,11,6.75,10,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9497","Disney's Winnie the Poohs Rumbly Tumbly Adventure","GBA",2005,"Platform","Ubisoft",0.03,0.13,71,8,8.4,10,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9498","Shaman King: Power of Spirit","PS2",2004,"Adventure","Konami Digital Entertainment",0.05,0.13,54,9,8.2,17,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9499","NBA 2K13","WiiU",2012,"Sports","Take-Two Interactive",0.04,0.13,85,17,7,43,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9500","Soccer Tsuku DS: World Challenge 2010","DS",2010,"Sports","Sega",0,0.13,51,5,6.75,4,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9501","The BIGS 2","PS3",2009,"Sports","Take-Two Interactive",0,0.13,80,18,7.6,16,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9502","Fuse (Insomniac)","X360",2013,"Shooter","Electronic Arts",0.03,0.13,66,9,5.6,13,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9503","Contra III: The Alien Wars","SNES",1992,"Shooter","Konami Digital Entertainment",0,0.13,52,9,7.2,13,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9504","Hasbro Family Fun Pack","XOne",2015,"Misc","Ubisoft",0.02,0.13,62,11,6.85,48,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9505","The Amazing Race","Wii",2010,"Misc","Ubisoft",0,0.13,51,5,6.75,4,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"9506","Dead to Rights: Reckoning","PSP",2005,"Shooter","Electronic Arts",0,0.13,54,26,7.2,22,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
