"","Name","Platform","Year_of_Release","Genre","Publisher","EU_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Rating","Name_imp","Platform_imp","Year_of_Release_imp","Genre_imp","Publisher_imp","EU_Sales_imp","Global_Sales_imp","Critic_Score_imp","Critic_Count_imp","User_Score_imp","User_Count_imp","Rating_imp"
"1","Wii Sports","Wii",2006,"Sports","Nintendo",28.96,82.54,76,51,8,324,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2","Super Mario Bros.","NES",1985,"Platform","Nintendo",3.58,40.24,73,10,7.5,14,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"3","Mario Kart Wii","Wii",2008,"Racing","Nintendo",12.8,35.57,82,73,8.3,712,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4","Wii Sports Resort","Wii",2009,"Sports","Nintendo",10.95,32.78,80,73,8,193,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"5","Pokemon Red/Pokemon Blue","G",1996,"Role-Playing","Nintendo",8.89,31.37,73,10,7.5,14,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"6","Tetris","G",1989,"Puzzle","Nintendo",2.26,30.26,73,10,7.5,14,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"7","New Super Mario Bros.","DS",2006,"Platform","Nintendo",9.15,29.81,89,65,8.5,433,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"8","Wii Play","Wii",2006,"Misc","Nintendo",9.18,28.92,58,41,6.6,129,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9","New Super Mario Bros. Wii","Wii",2009,"Platform","Nintendo",6.95,28.38,87,80,8.4,595,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"10","Duck Hunt","NES",1984,"Shooter","Nintendo",0.63,28.31,69,10,7.4,5,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"11","Nintendogs","DS",2005,"Simulation","Nintendo",10.95,24.67,67,17,7.1,8,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"12","Mario Kart DS","DS",2005,"Racing","Nintendo",7.48,23.22,91,64,8.6,465,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"13","Pokemon Gold/Pokemon Silver","G",1999,"Role-Playing","Nintendo",6.18,23.1,64,12,6.7,8,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"14","Wii Fit","Wii",2007,"Sports","Nintendo",8.03,22.7,80,63,7.7,146,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"15","Kinect Adventures!","X360",2010,"Misc","Microsoft Game Studios",4.91,21.86,61,45,6.3,106,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16","Wii Fit Plus","Wii",2009,"Sports","Nintendo",8.49,21.79,80,33,7.4,52,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"17","Grand Theft Auto V","PS3",2013,"Action","Take-Two Interactive",9.14,21.12,97,50,8.2,4009,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18","Grand Theft Auto: San Andreas","PS2",2004,"Action","Take-Two Interactive",0.4,20.81,95,80,9,1606,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"19","Super Mario World","SNES",1990,"Platform","Nintendo",3.75,20.61,73,10,7.5,14,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"20","Brain Age: Train Your Brain in Minutes a Day","DS",2005,"Misc","Nintendo",9.2,20.15,77,58,7.9,50,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"21","Pokemon Diamond/Pokemon Pearl","DS",2006,"Role-Playing","Nintendo",4.46,18.25,74,18,7.65,16,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"22","Super Mario Land","G",1989,"Platform","Nintendo",2.71,18.14,73,10,7.5,14,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"23","Super Mario Bros. 3","NES",1988,"Platform","Nintendo",3.44,17.28,73,10,7.5,14,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"24","Grand Theft Auto V","X360",2013,"Action","Take-Two Interactive",5.17,16.3,97,58,8.1,3722,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"25","Grand Theft Auto: Vice City","PS2",2002,"Action","Take-Two Interactive",5.49,16.15,95,62,8.7,736,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"26","Pokemon Ruby/Pokemon Sapphire","GBA",2002,"Role-Playing","Nintendo",3.9,15.85,65,11,7.95,16,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"27","Brain Age 2: More Training in Minutes a Day","DS",2005,"Puzzle","Nintendo",5.35,15.29,77,37,7.1,19,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"28","Pokemon Black/Pokemon White","DS",2010,"Role-Playing","Nintendo",3.18,15.14,59,7,6.85,7,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"29","Gran Turismo 3: A-Spec","PS2",2001,"Racing","Sony Computer Entertainment",5.09,14.98,95,54,8.4,314,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"30","Pokemon X/Pokemon Y","3DS",2013,"Role-Playing","Nintendo",4.37,14.92,65,6,7.2,39,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"31","Call of Duty: Black Ops 3","PS4",2015,"Shooter","Activision",5.95,14.8,65,7,7.05,30,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"32","Call of Duty: Modern Warfare 3","X360",2011,"Shooter","Activision",4.26,14.77,88,81,3.4,8715,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"33","Call of Duty: Black Ops","X360",2010,"Shooter","Activision",3.7,14.67,87,89,6.3,1456,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"34","Pok\xc3\xa9mon Yellow: Special Pikachu Edition","G",1998,"Role-Playing","Nintendo",5.04,14.64,81,15,8.7,78,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"35","Call of Duty: Black Ops II","PS3",2012,"Shooter","Activision",5.73,13.79,83,21,5.3,921,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"36","Call of Duty: Black Ops II","X360",2012,"Shooter","Activision",4.26,13.69,83,73,4.8,2261,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"37","Call of Duty: Modern Warfare 2","X360",2009,"Shooter","Activision",3.6,13.48,94,100,6.3,2702,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"38","Grand Theft Auto V","PS4",2014,"Action","Take-Two Interactive",6.77,13.36,97,66,8.3,2955,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"39","Call of Duty: Modern Warfare 3","PS3",2011,"Shooter","Activision",5.73,13.32,88,39,3.2,5237,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"40","Grand Theft Auto III","PS2",2001,"Action","Take-Two Interactive",4.51,13.1,97,56,8.5,667,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"41","Mario Kart 7","3DS",2011,"Racing","Nintendo",4.19,13.04,85,73,8.2,633,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"42","Super Smash Bros. Brawl","Wii",2008,"Fighting","Nintendo",2.56,12.87,93,81,8.9,1667,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"43","Call of Duty: Black Ops","PS3",2010,"Shooter","Activision",4.37,12.64,88,58,6.4,1095,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"44","Animal Crossing: Wild World","DS",2005,"Simulation","Nintendo",3.45,12.13,86,57,8.6,243,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"45","Halo 3","X360",2007,"Shooter","Microsoft Game Studios",2.81,12.12,94,86,7.8,4109,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"46","Pokemon Omega Ruby/Pokemon Alpha Sapphire","3DS",2014,"Role-Playing","Nintendo",3.64,11.95,59,4,6.45,10,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"47","Super Mario 64","N64",1996,"Platform","Nintendo",2.85,11.89,73,10,7.5,14,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"48","Pokemon HeartGold/Pokemon SoulSilver","DS",2009,"Action","Nintendo",2.71,11.77,63,7,6.45,7,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"49","Gran Turismo 4","PS2",2004,"Racing","Sony Computer Entertainment",0.01,11.66,89,74,8.5,273,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"50","Pokemon Sun/Moon","3DS",2016,"Role-Playing","Nintendo",2.74,11.4,69,8,6.75,13,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"51","Super Mario Galaxy","Wii",2007,"Platform","Nintendo",3.36,11.36,97,73,8.9,2159,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"52","Super Mario Land 2: 6 Golden Coins","G",1992,"Adventure","Nintendo",2.04,11.18,73,10,7.5,14,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"53","Grand Theft Auto IV","X360",2008,"Action","Take-Two Interactive",3.07,11.01,98,86,7.9,2958,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"54","Gran Turismo","PS",1997,"Racing","Sony Computer Entertainment",3.87,10.95,96,16,8.8,140,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"55","Super Mario 3D Land","3DS",2011,"Platform","Nintendo",3.05,10.87,90,82,8.4,925,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"56","Gran Turismo 5","PS3",2010,"Racing","Sony Computer Entertainment",4.82,10.7,84,82,7.5,1115,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"57","Call of Duty: Modern Warfare 2","PS3",2009,"Shooter","Activision",3.64,10.6,94,67,6.3,2077,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"58","Super Mario All-Stars","SNES",1993,"Platform","Nintendo",2.15,10.55,73,10,7.5,14,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"59","Grand Theft Auto IV","PS3",2008,"Action","Take-Two Interactive",3.7,10.51,98,64,7.5,2849,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"60","Pokemon FireRed/Pokemon LeafGreen","GBA",2004,"Role-Playing","Nintendo",2.65,10.49,75,16,7.8,18,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"61","Super Mario 64","DS",2004,"Platform","Nintendo",3.07,10.31,75,16,7.8,18,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"62","Call of Duty: Ghosts","X360",2013,"Shooter","Activision",2.58,10.28,73,29,2.6,2118,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"63","Just Dance 3","Wii",2011,"Misc","Ubisoft",3.11,10.12,74,15,7.8,16,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"64","New Super Mario Bros. 2","3DS",2012,"Platform","Nintendo",3.27,10.05,78,70,7.2,425,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"65","Halo: Reach","X360",2010,"Shooter","Microsoft Game Studios",1.97,9.9,91,99,7.9,2053,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"66","Mario Kart 64","N64",1996,"Racing","Nintendo",1.94,9.87,73,10,7.5,14,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"67","Halo 4","X360",2012,"Shooter","Microsoft Game Studios",2.3,9.77,87,87,7,3273,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"68","Final Fantasy VII","PS",1997,"Role-Playing","Sony Computer Entertainment",2.47,9.72,92,20,9.2,1297,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"69","Gran Turismo 2","PS",1999,"Racing","Sony Computer Entertainment",3.42,9.49,93,23,9,135,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"70","Just Dance 2","Wii",2010,"Misc","Ubisoft",2.85,9.44,74,24,7.3,24,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"71","Call of Duty: Ghosts","PS3",2013,"Shooter","Activision",3.63,9.37,71,10,2.6,1049,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"72","Call of Duty 4: Modern Warfare","X360",2007,"Shooter","Activision",2.37,9.35,94,70,8.4,1322,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"73","Animal Crossing: New Leaf","3DS",2012,"Simulation","Nintendo",2.43,9.34,88,70,8.7,628,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"74","Donkey Kong Country","SNES",1994,"Platform","Nintendo",1.71,9.3,73,10,7.5,14,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"75","Minecraft","X360",2013,"Misc","Microsoft Game Studios",2.7,9.3,65,6,7.2,39,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"76","FIFA 17","PS4",2016,"Sports","Electronic Arts",6.75,9.07,85,41,4.9,442,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"77","Mario Party DS","DS",2007,"Misc","Nintendo",1.85,8.91,72,27,7.8,85,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"78","The Elder Scrolls V: Skyrim","X360",2011,"Role-Playing","Bethesda Softworks",2.8,8.84,96,89,8.4,3602,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"79","Super Mario Kart","SNES",1992,"Racing","Nintendo",1.24,8.76,73,10,7.5,14,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"80","FIFA 16","PS4",2015,"Sports","Electronic Arts",6.13,8.6,82,42,4.3,902,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"81","Halo 2","X",2004,"Shooter","Microsoft Game Studios",1.53,8.49,95,91,8.2,1224,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"82","Wii Party","Wii",2010,"Misc","Nintendo",3.48,8.39,68,42,7.5,55,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"83","Mario Party 8","Wii",2007,"Misc","Nintendo",2.25,8.28,62,41,6.3,191,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"84","Star Wars Battlefront (2015)","PS4",2015,"Shooter","Electronic Arts",3.56,8.21,65,7,7.05,30,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"85","FIFA Soccer 13","PS3",2012,"Action","Electronic Arts",5.01,8.17,88,37,6.5,350,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"86","GoldenEye 007","N64",1997,"Shooter","Nintendo",2.01,8.09,77,11,8.35,141,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"87","Pokemon Black 2/Pokemon White 2","DS",2012,"Role-Playing","Nintendo",1.72,8.08,65,5,6,6,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"88","Final Fantasy X","PS2",2001,"Role-Playing","Sony Computer Entertainment",2.07,8.05,92,53,8.7,1077,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"89","The Sims 3","PC",2009,"Simulation","Electronic Arts",6.42,8.01,86,75,7.6,894,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"90","Mario & Sonic at the Olympic Games","Wii",2007,"Sports","Sega",3.86,7.99,65,13,6.85,16,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"91","Final Fantasy VIII","PS",1999,"Role-Playing","SquareSoft",1.72,7.86,90,24,8.6,658,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"92","Pac-Man","2600",1982,"Puzzle","Atari",0.45,7.81,69,10,7.15,12,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"93","Pok\xc3\xa9mon Platinum Version","DS",2008,"Role-Playing","Nintendo",1.72,7.72,83,46,8.5,204,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"94","Grand Theft Auto: Liberty City Stories","PSP",2005,"Action","Take-Two Interactive",2.81,7.69,88,65,7.6,453,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"95","Call of Duty: Advanced Warfare","PS4",2014,"Shooter","Activision",3.48,7.68,83,39,5.7,1446,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"96","Super Smash Bros. for Wii U and 3DS","3DS",2014,"Fighting","Nintendo",1.4,7.62,59,4,6.45,10,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"97","The Legend of Zelda: Ocarina of Time","N64",1998,"Action","Nintendo",1.89,7.6,81,15,9,62,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"98","Crash Bandicoot 2: Cortex Strikes Back","PS",1997,"Platform","Sony Computer Entertainment",2.17,7.58,77,11,8.35,141,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"99","Super Mario Galaxy 2","Wii",2010,"Platform","Nintendo",2.36,7.54,97,87,9.1,1859,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"100","Super Mario Bros. 2","NES",1988,"Platform","Nintendo",1.18,7.46,73,10,7.5,14,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"101","Call of Duty: Black Ops 3","XOne",2015,"Shooter","Activision",2.12,7.44,65,7,7.05,30,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"102","Call of Duty: World at War","X360",2008,"Shooter","Activision",1.9,7.42,84,84,7.6,583,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"103","Fallout 4","PS4",2015,"Role-Playing","Bethesda Softworks",3.42,7.41,87,58,6.5,4258,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"104","Battlefield 3","X360",2011,"Shooter","Electronic Arts",2.11,7.33,84,57,7.4,2144,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"105","Uncharted 4: A Thiefs End","PS4",2016,"Shooter","Sony Computer Entertainment",2.98,7.28,93,113,7.9,7238,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"106","Mario Kart 8","WiiU",2014,"Racing","Nintendo",2.25,7.23,88,82,9.1,1607,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"107","Need for Speed Underground","PS2",2003,"Racing","Electronic Arts",2.83,7.2,85,33,8.6,172,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"108","Just Dance","Wii",2009,"Misc","Ubisoft",2.99,7.2,49,21,8,110,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"109","Battlefield 3","PS3",2011,"Shooter","Electronic Arts",2.89,7.18,85,38,7.5,1762,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"110","Tekken 3","PS",1998,"Fighting","Sony Computer Entertainment",2.22,7.16,96,15,9.1,371,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"111","The Legend of Zelda: Twilight Princess","Wii",2006,"Action","Nintendo",2.14,7.16,95,73,9,1664,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"112","Crash Bandicoot 3: Warped","PS",1998,"Platform","Sony Computer Entertainment",1.75,7.13,91,12,8.9,439,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"113","Super Smash Bros. Melee","GC",2001,"Fighting","Nintendo",1.04,7.07,92,38,9.1,573,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"114","Mario Kart: Double Dash!!","GC",2003,"Racing","Nintendo",1.77,6.95,67,18,8.85,13,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"115","Need for Speed Underground 2","PS2",2004,"Racing","Electronic Arts",3.02,6.9,82,39,8.6,132,"E",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"116","Medal of Honor: Frontline","PS2",2002,"Shooter","Electronic Arts",2.75,6.83,88,29,8.5,137,"T",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"117","Crash Bandicoot","PS",1996,"Platform","Sony Computer Entertainment",2.35,6.82,73,10,7.5,14,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"118","Just Dance 4","Wii",2012,"Misc","Ubisoft",2.16,6.76,74,10,7.2,29,"E10+",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"119","Gears of War 2","X360",2008,"Shooter","Microsoft Game Studios",1.9,6.75,93,90,7.7,2746,"M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
